institution,credit_code,credit_name,category,pillar,indicator,section,field,units,value_numeric,institution_key,gri_standard,gri_disclosure,relationship,mapped_to_gri,is_intensity,comparable
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.1 Percentage of cleaning products spend that meets sustainability criteria,,Percentage of cleaning product spend that meets other qualifying sustainability criteria,,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.1 Percentage of cleaning products spend that meets sustainability criteria,,Percentage of cleaning product spend that meets preferable sustainability criteria,,59.23,berkeley,,,,False,False,True
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.2 Percentage of electronics spend that meets sustainability criteria,,Percentage of electronics spend that meets other qualifying sustainability criteria,,2.29,berkeley,,,,False,False,True
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.2 Percentage of electronics spend that meets sustainability criteria,,Percentage of electronics spend that meets preferable sustainability criteria,,53.39,berkeley,,,,False,False,True
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.3 Percentage of furniture spend that meets sustainability criteria,,Percentage of furniture spend that meets other qualifying sustainability criteria,,0.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.3 Percentage of furniture spend that meets sustainability criteria,,Percentage of furniture spend that meets preferable sustainability criteria,,91.78,berkeley,,,,False,False,False
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.4 Percentage of office paper spend that meets sustainability criteria,,Percentage of office paper spend that meets other qualifying sustainability criteria,,17.9,berkeley,,,,False,False,False
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.4 Percentage of office paper spend that meets sustainability criteria,,Percentage of office paper spend that meets preferable sustainability criteria,,65.29,berkeley,,,,False,False,False
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.1 Percentage of cleaning products spend that meets sustainability criteria,,Total annual spend on cleaning products,,721223.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.2 Percentage of electronics spend that meets sustainability criteria,,Total annual spend on electronics,,6986364.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.3 Percentage of furniture spend that meets sustainability criteria,,Total annual spend on furniture,,2296364.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.4 Percentage of office paper spend that meets sustainability criteria,,Total annual spend on office paper,,108554.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Annual construction and demolition waste generated,Metric tons,4753.09,berkeley,GRI 306,306-3,component,True,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Annual non-hazardous waste generated,Metric tons,7732.13,berkeley,GRI 306,306-3,partial,True,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Annual non-hazardous waste generated per person,Kilograms,132.73,berkeley,,,,False,True,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.2 Non-hazardous waste generated per square meter,,Annual non-hazardous waste generated per unit of floor area,Kilograms per square meter,5.14,berkeley,,,,False,True,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Construction and demolition waste disposed of to a landfill or incinerator,Metric tons,1301.07,berkeley,GRI 306,306-5,component,True,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Construction and demolition waste prepared for reuse,Metric tons,593.79,berkeley,,,,False,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Construction and demolition waste recycled,Metric tons,2858.23,berkeley,GRI 306,306-4,component,True,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Full-time equivalent of employees,,13678.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Full-time equivalent student enrollment,,44578.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Full-time equivalent students and employees,,58256.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.2 Non-hazardous waste generated per square meter,,Gross floor area of building space,Square meters,1503129.29,berkeley,,,,False,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Non-hazardous waste composted,Metric tons,2554.0,berkeley,GRI 306,306-4,component,True,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Non-hazardous waste disposed of to a landfill or incinerator,Metric tons,3478.0,berkeley,GRI 306,306-5,component,True,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Non-hazardous waste prepared for reuse,Metric tons,124.13,berkeley,GRI 306,306-4,component,True,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Non-hazardous waste recycled,Metric tons,1576.0,berkeley,GRI 306,306-4,component,True,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Percentage of construction and demolition waste diverted from disposal,,72.63,berkeley,,,,False,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.3 Percentage of non-hazardous waste diverted from disposal,,Percentage of non-hazardous waste diverted from disposal,,55.02,berkeley,,,,False,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Total construction and demolition waste diverted from disposal,Metric tons,3452.02,berkeley,GRI 306,306-4,component,True,False,True
"University of California, Berkeley",OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Total non-hazardous waste diverted from disposal,Metric tons,4254.13,berkeley,GRI 306,306-4,component,True,False,True
"University of California, Berkeley",OP-13,Vehicle Fleet,Operations,Environmental,13.1 Percentage of fleet vehicles that are electric vehicles,,"Number of cars, vans, trucks, and buses in the institution’s fleet that are plug-in hybrid electric vehicles (PHEVs)",,8.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-13,Vehicle Fleet,Operations,Environmental,13.1 Percentage of fleet vehicles that are electric vehicles,,"Number of cars, vans, trucks, and buses in the institution’s fleet that are zero emission vehicles (ZEVs)",,68.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-13,Vehicle Fleet,Operations,Environmental,13.1 Percentage of fleet vehicles that are electric vehicles,,Percentage of fleet vehicles that are electric vehicles,,14.02,berkeley,,,,False,False,True
"University of California, Berkeley",OP-13,Vehicle Fleet,Operations,Environmental,13.1 Percentage of fleet vehicles that are electric vehicles,,"Total number of cars, vans, trucks, and buses in the institution’s fleet",,542.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,14.1 Percentage of students and employees using more sustainable commuting options,,Full-time equivalent of employees,,13678.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,14.1 Percentage of students and employees using more sustainable commuting options,,Full-time equivalent student enrollment,,44578.0,berkeley,,,,False,False,True
