institution,credit_code,category,pillar,credit_name,section,field,value,units,value_numeric,value_type,links
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,"Does the institution offer at least one sustainability-focused degree, certificate, or major for undergraduate students?",Yes,,,boolean,
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,"List and description of the institution’s sustainability-focused degrees, certificates, and majors for undergraduate students","Undergraduate List: 2nd tab titled, ""sustainability-focused degrees"" https://docs.google.com/spreadsheets/d/1ZRhOloPuCnpx1k71X_1dpKIKQUE9h0P5/edit?gid=2121161994#gid=2121161994",,,text,https://docs.google.com/spreadsheets/d/1ZRhOloPuCnpx1k71X_1dpKIKQUE9h0P5/edit?gid=2121161994#gid=2121161994
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,Does the institution offer at least one sustainability-focused concentration or minor for undergraduate students?,Yes,,,boolean,
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,List and description of the institution’s sustainability-focused concentrations and minors for undergraduate students,"Undergraduate List: 3rd tab titled, ""sustainability-focused minors"" https://docs.google.com/spreadsheets/d/1ZRhOloPuCnpx1k71X_1dpKIKQUE9h0P5/edit?gid=2121161994#gid=2121161994",,,text,https://docs.google.com/spreadsheets/d/1ZRhOloPuCnpx1k71X_1dpKIKQUE9h0P5/edit?gid=2121161994#gid=2121161994
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,Does the institution offer at least one undergraduate qualification focused on a subject other than sustainability that has a sustainability-focused learning requirement?,Yes,,,boolean,
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,List and description of the institution’s undergraduate qualifications focused on subjects other than sustainability that have sustainability-focused learning requirements,"Undergraduate List: 4th tab titled, ""one sustainability-focused course learning requirement"" https://docs.google.com/spreadsheets/d/1ZRhOloPuCnpx1k71X_1dpKIKQUE9h0P5/edit?gid=2121161994#gid=2121161994",,,text,https://docs.google.com/spreadsheets/d/1ZRhOloPuCnpx1k71X_1dpKIKQUE9h0P5/edit?gid=2121161994#gid=2121161994
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,Points earned for indicator AC 2.2,4,,4.0,number,
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,Performance year for undergraduate qualifications,2023,,2023.0,year,
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,Total number of undergraduate qualifications awarded,"26,330",,26330.0,number,
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,Number of undergraduate qualifications awarded that are sustainability-focused,"15,885",,15885.0,number,
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,Number of undergraduate qualifications awarded that are focused on subjects other than sustainability but have sustainability-focused learning requirements,0,,0.0,number,
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,Total number of undergraduate qualifications awarded that have sustainability-focused learning requirements,"15,885",,15885.0,number,
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,60.33,,60.33,number,
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,Points earned for indicator AC 2.3,4.22,,4.22,number,
"University of California, Berkeley",AC-2,AC,Context,Undergraduate Programs,,Notes about the information provided for this credit,Subject matter experts are consulted to access the database of course offerings at UC Berkeley - Dr. Kira Blaisdell-Sloan and Matthew Betts from the UC Berkeley Office of Planning & Analysis. https://docs.google.com/spreadsheets/d/1ZRhOloPuCnpx1k71X_1dpKIKQUE9h0P5/edit?gid=2121161994#gid=2121161994 https://docs.google.com/spreadsheets/d/193D_hGDoVVYjc3hPPNekSgwoHpzbCaTc/edit?usp=sharing&ouid=105826157914045237014&rtpof=true&sd=true,,,text_long,https://docs.google.com/spreadsheets/d/1ZRhOloPuCnpx1k71X_1dpKIKQUE9h0P5/edit?gid=2121161994#gid=2121161994 https://docs.google.com/spreadsheets/d/193D_hGDoVVYjc3hPPNekSgwoHpzbCaTc/edit?usp=sharing&ouid=105826157914045237014&rtpof=true&sd=true
